"","Folder","Spectrogram1","Spectrogram2","Similarity"
"30514","f7","f7_script2_ipad_livingroom1.wav.png","f7_script2_iphone_livingroom1.wav.png",0.90759
"21703","m5","m5_script3_ipad_office1.wav.png","m5_script3_ipad_office2.wav.png",0.907555
"36296","f1","f10_script4_ipad_bedroom1.wav.png","f10_script4_ipad_confroom1.wav.png",0.90755
"21128","f5","f5_script1_iphone_livingroom1.wav.png","f5_script1_ipadflat_confroom1.wav.png",0.9075425
"13549","m9","m9_script5_ipad_office2.wav.png","m9_script5_ipadflat_confroom1.wav.png",0.907535
"16302","f3","f3_script2_ipad_livingroom1.wav.png","f3_script2_ipad_confroom2.wav.png",0.9074925
"22833","m5","m5_script1_ipad_livingroom1.wav.png","m5_script1_ipad_office2.wav.png",0.9074425
"27995","m4","m4_script5_iphone_bedroom1.wav.png","m4_script5_ipadflat_confroom1.wav.png",0.90741
"27499","m4","m4_script2_iphone_bedroom1.wav.png","m4_script2_iphone_livingroom1.wav.png",0.9074
"36960","f1","f1_script5_ipad_livingroom1.wav.png","f1_script5_ipad_confroom1.wav.png",0.9073825
"24127","m2","m2_script2_ipad_livingroom1.wav.png","m2_script2_ipad_office1.wav.png",0.907305
"11860","m7","m7_script4_ipad_office1.wav.png","m7_script4_ipad_confroom1.wav.png",0.90724
"27278","m4","m4_script3_ipad_balcony1.wav.png","m4_script3_iphone_balcony1.wav.png",0.90722
"10961","m7","m7_script1_ipadflat_office1.wav.png","m7_script1_iphone_livingroom1.wav.png",0.907205
"42293","f8","f8_script5_ipad_confroom1.wav.png","f8_script5_ipad_bedroom1.wav.png",0.907185
"41027","f8","f8_script4_ipad_confroom1.wav.png","f8_script4_ipad_confroom2.wav.png",0.9071325
"18236","f2","f2_script2_iphone_bedroom1.wav.png","f2_script2_ipad_bedroom1.wav.png",0.9071175
"26865","m4","m4_script1_ipad_office2.wav.png","m4_script1_ipad_office1.wav.png",0.907105
"29767","f9","f9_script1_ipad_livingroom1.wav.png","f9_script1_ipad_bedroom1.wav.png",0.907095
"23631","m2","m2_script1_ipad_office1.wav.png","m2_script1_ipad_office2.wav.png",0.907055
"11321","m7","m7_script5_ipad_office1.wav.png","m7_script5_ipad_confroom1.wav.png",0.906925
"7529","m1","m10_script2_ipad_office2.wav.png","m10_script2_iphone_livingroom1.wav.png",0.9069225
"31594","f7","f7_script2_ipad_confroom1.wav.png","f7_script2_ipad_confroom2.wav.png",0.906905
"31977","f6","f6_script1_ipad_office2.wav.png","f6_script1_ipad_bedroom1.wav.png",0.9068075
"24701","m2","m2_script5_ipadflat_office1.wav.png","m2_script5_ipad_livingroom1.wav.png",0.906805
"16126","f3","f3_script1_ipad_confroom1.wav.png","f3_script1_ipad_confroom2.wav.png",0.9067875
"26678","m4","m4_script5_ipad_office1.wav.png","m4_script5_ipad_livingroom1.wav.png",0.9067875
"15066","f4","f4_script5_ipad_confroom2.wav.png","f4_script5_ipad_office2.wav.png",0.906765
"38468","f1","f10_script4_ipad_confroom1.wav.png","f10_script4_ipad_confroom2.wav.png",0.9067475
"35795","f1","f1_script1_iphone_livingroom1.wav.png","f1_script1_ipad_livingroom1.wav.png",0.9066225
"20299","f5","f5_script2_iphone_livingroom1.wav.png","f5_script2_iphone_bedroom1.wav.png",0.90662
"33610","f6","f6_script1_ipad_confroom1.wav.png","f6_script1_ipad_bedroom1.wav.png",0.90661
"40909","f8","f8_script1_ipad_confroom2.wav.png","f8_script1_ipad_confroom1.wav.png",0.90655
"15788","f4","f4_script4_ipad_office1.wav.png","f4_script4_ipad_livingroom1.wav.png",0.9064925
"118","m8","m8_script1_ipad_livingroom1.wav.png","m8_script1_ipad_confroom1.wav.png",0.906475
"39574","f1","f10_script3_ipad_bedroom1.wav.png","f10_script3_ipad_office1.wav.png",0.90647
"10999","m7","m7_script5_ipadflat_office1.wav.png","m7_script5_ipad_confroom2.wav.png",0.90642
"12111","m7","m7_script3_ipad_office2.wav.png","m7_script3_ipad_office1.wav.png",0.9064125
"33291","f6","f6_script2_ipad_livingroom1.wav.png","f6_script2_ipad_confroom2.wav.png",0.9064125
"16254","f3","f3_script4_ipad_confroom2.wav.png","f3_script4_ipadflat_office1.wav.png",0.90633
"35465","f1","f10_script2_ipad_bedroom1.wav.png","f10_script2_ipad_confroom1.wav.png",0.906325
"14836","f4","f4_script2_ipad_confroom2.wav.png","f4_script2_ipad_office1.wav.png",0.90629
"36396","f1","f1_script4_ipadflat_office1.wav.png","f1_script4_iphone_bedroom1.wav.png",0.9062525
"2613","m1","m1_script2_ipadflat_confroom1.wav.png","m1_script2_iphone_livingroom1.wav.png",0.9062125
"20424","f5","f5_script2_ipad_confroom1.wav.png","f5_script2_ipad_bedroom1.wav.png",0.9062125
"26461","m3","m3_script5_ipadflat_confroom1.wav.png","m3_script5_iphone_bedroom1.wav.png",0.90614
"7685","m1","m10_script5_ipad_livingroom1.wav.png","m10_script5_ipad_confroom2.wav.png",0.906115
"1591","m8","m8_script5_ipadflat_confroom1.wav.png","m8_script5_iphone_livingroom1.wav.png",0.90611
"15814","f4","f4_script4_ipad_bedroom1.wav.png","f4_script4_ipad_office2.wav.png",0.9060925
"24731","m2","m2_script1_ipadflat_office1.wav.png","m2_script1_ipad_livingroom1.wav.png",0.90606
"27419","m4","m4_script2_ipad_confroom1.wav.png","m4_script2_ipad_bedroom1.wav.png",0.9060475
"11546","m7","m7_script5_ipad_livingroom1.wav.png","m7_script5_ipad_confroom1.wav.png",0.906035
"28787","f9","f9_script4_ipad_confroom2.wav.png","f9_script4_ipad_confroom1.wav.png",0.90602
"16706","f3","f3_script5_ipad_bedroom1.wav.png","f3_script5_iphone_bedroom1.wav.png",0.90601
"17458","f3","f3_script5_ipad_confroom2.wav.png","f3_script5_ipadflat_office1.wav.png",0.90599
"22030","m5","m5_script5_ipad_confroom2.wav.png","m5_script5_ipad_office1.wav.png",0.9059525
"17698","f3","f3_script1_ipad_livingroom1.wav.png","f3_script1_ipadflat_confroom1.wav.png",0.90589
"22911","m5","m5_script1_ipad_office1.wav.png","m5_script1_ipad_office2.wav.png",0.905825
"20781","f5","f5_script1_ipad_confroom2.wav.png","f5_script1_ipad_livingroom1.wav.png",0.905805
"15244","f4","f4_script4_ipadflat_confroom1.wav.png","f4_script4_ipad_office2.wav.png",0.90577
"16916","f3","f3_script3_ipad_bedroom1.wav.png","f3_script3_iphone_bedroom1.wav.png",0.9056975
"31273","f7","f7_script4_ipad_confroom2.wav.png","f7_script4_ipad_confroom1.wav.png",0.9056875
"21765","m5","m5_script2_ipad_office2.wav.png","m5_script2_ipad_confroom1.wav.png",0.9056625
"12567","m9","m9_script4_ipad_confroom1.wav.png","m9_script4_iphone_livingroom1.wav.png",0.905625
"29388","f9","f9_script3_ipadflat_confroom1.wav.png","f9_script3_ipad_livingroom1.wav.png",0.905625
"28205","m4","m4_script2_ipad_livingroom1.wav.png","m4_script2_ipadflat_confroom1.wav.png",0.90557
"22297","m5","m5_script1_ipad_bedroom1.wav.png","m5_script1_iphone_livingroom1.wav.png",0.905555
"32771","f6","f6_script2_ipad_balcony1.wav.png","f6_script2_iphone_balcony1.wav.png",0.9054825
"25896","m3","m3_script5_ipad_livingroom1.wav.png","m3_script5_ipad_office2.wav.png",0.9054075
"16328","f3","f3_script2_ipad_livingroom1.wav.png","f3_script2_ipad_office1.wav.png",0.905405
"21472","m5","m5_script4_iphone_bedroom1.wav.png","m5_script4_ipadflat_confroom1.wav.png",0.905385
"18271","f2","f2_script1_ipad_confroom2.wav.png","f2_script1_ipad_confroom1.wav.png",0.9053375
"28086","m4","m4_script5_ipadflat_office1.wav.png","m4_script5_iphone_livingroom1.wav.png",0.905295
"15250","f4","f4_script1_ipad_confroom1.wav.png","f4_script1_ipad_bedroom1.wav.png",0.9052825
"24336","m2","m2_script2_ipad_confroom2.wav.png","m2_script2_ipadflat_confroom1.wav.png",0.905275
"129","m8","m8_script1_ipad_livingroom1.wav.png","m8_script1_ipadflat_confroom1.wav.png",0.9052725
"24825","m2","m2_script4_ipadflat_office1.wav.png","m2_script4_iphone_livingroom1.wav.png",0.9052625
"19394","f2","f2_script1_ipadflat_confroom1.wav.png","f2_script1_iphone_livingroom1.wav.png",0.905235
"17023","f3","f3_script1_ipad_confroom2.wav.png","f3_script1_ipad_office2.wav.png",0.9052
"31809","f7","f7_script1_ipad_confroom2.wav.png","f7_script1_ipad_office2.wav.png",0.9051825
"15012","f4","f4_script2_ipadflat_office1.wav.png","f4_script2_iphone_bedroom1.wav.png",0.90518
"10708","m7","m7_script4_iphone_livingroom1.wav.png","m7_script4_ipadflat_confroom1.wav.png",0.9051275
"32176","f6","f6_script5_ipad_livingroom1.wav.png","f6_script5_ipad_confroom2.wav.png",0.9051225
"13294","m9","m9_script3_ipad_confroom2.wav.png","m9_script3_ipad_office2.wav.png",0.9051125
"29289","f9","f9_script1_iphone_balcony1.wav.png","f9_script1_ipad_balcony1.wav.png",0.9051075
"28816","f9","f9_script4_ipad_confroom2.wav.png","f9_script4_ipad_office2.wav.png",0.905095
"42014","f8","f8_script5_ipad_office2.wav.png","f8_script5_ipad_confroom1.wav.png",0.9050925
"42509","f8","f8_script1_ipad_bedroom1.wav.png","f8_script1_iphone_bedroom1.wav.png",0.905085
"14006","m9","m9_script5_iphone_livingroom1.wav.png","m9_script5_ipad_bedroom1.wav.png",0.9050525
"18105","f2","f2_script3_ipad_bedroom1.wav.png","f2_script3_ipad_office2.wav.png",0.9050425
"9082","m6","m6_script2_ipadflat_office1.wav.png","m6_script2_ipad_confroom2.wav.png",0.90503
"1507","m8","m8_script2_ipadflat_confroom1.wav.png","m8_script2_iphone_bedroom1.wav.png",0.9050025
"33480","f6","f6_script2_ipad_confroom2.wav.png","f6_script2_ipad_office2.wav.png",0.9049775
"21923","m5","m5_script2_ipad_confroom2.wav.png","m5_script2_ipadflat_confroom1.wav.png",0.9047925
"35180","f1","f1_script1_ipadflat_office1.wav.png","f1_script1_ipad_livingroom1.wav.png",0.904775
"39219","f1","f10_script5_ipad_livingroom1.wav.png","f10_script5_iphone_bedroom1.wav.png",0.904755
"34746","f1","f1_script2_ipad_office1.wav.png","f1_script2_ipad_bedroom1.wav.png",0.9047275
"25726","m3","m3_script1_ipad_confroom1.wav.png","m3_script1_ipad_office2.wav.png",0.904715
"9809","m6","m6_script4_ipad_bedroom1.wav.png","m6_script4_ipad_office2.wav.png",0.904705
"42557","f8","f8_script5_iphone_bedroom1.wav.png","f8_script5_ipad_bedroom1.wav.png",0.90464
"11952","m7","m7_script1_ipad_office1.wav.png","m7_script1_ipad_bedroom1.wav.png",0.9046375
"32443","f6","f6_script4_iphone_bedroom1.wav.png","f6_script4_iphone_livingroom1.wav.png",0.9046275
"33214","f6","f6_script3_ipad_confroom1.wav.png","f6_script3_ipad_bedroom1.wav.png",0.9046025
"21949","m5","m5_script2_ipad_livingroom1.wav.png","m5_script2_ipad_office1.wav.png",0.9045725
"16810","f3","f3_script4_ipadflat_confroom1.wav.png","f3_script4_ipad_livingroom1.wav.png",0.9045425
"20316","f5","f5_script3_ipad_bedroom1.wav.png","f5_script3_ipad_confroom1.wav.png",0.9045275
"7700","m1","m10_script5_ipad_bedroom1.wav.png","m10_script5_iphone_livingroom1.wav.png",0.9044625
"31582","f7","f7_script2_ipad_confroom1.wav.png","f7_script2_ipadflat_confroom1.wav.png",0.90443
"38962","f1","f1_script1_ipad_confroom1.wav.png","f1_script1_ipad_confroom2.wav.png",0.90442
"41752","f8","f8_script4_iphone_livingroom1.wav.png","f8_script4_iphone_bedroom1.wav.png",0.9044125
"17219","f3","f3_script5_ipadflat_confroom1.wav.png","f3_script5_ipad_livingroom1.wav.png",0.90441
"29674","f9","f9_script3_ipad_confroom1.wav.png","f9_script3_ipad_bedroom1.wav.png",0.9043975
"40021","f1","f1_script4_ipadflat_confroom1.wav.png","f1_script4_iphone_livingroom1.wav.png",0.904195
"37073","f1","f10_script4_ipad_office1.wav.png","f10_script4_ipad_confroom2.wav.png",0.90417
"9457","m6","m6_script4_ipadflat_confroom1.wav.png","m6_script4_iphone_livingroom1.wav.png",0.9041375
"31529","f7","f7_script2_iphone_livingroom1.wav.png","f7_script2_ipadflat_confroom1.wav.png",0.904115
"25998","m3","m3_script5_ipad_bedroom1.wav.png","m3_script5_ipadflat_confroom1.wav.png",0.9041125
"5886","m1","m10_script4_ipad_office2.wav.png","m10_script4_ipadflat_confroom1.wav.png",0.90411
"16858","f3","f3_script3_ipadflat_office1.wav.png","f3_script3_ipad_bedroom1.wav.png",0.90405
"22009","m5","m5_script5_ipad_confroom2.wav.png","m5_script5_ipadflat_confroom1.wav.png",0.9040225
"18264","f2","f2_script1_ipad_confroom2.wav.png","f2_script1_ipad_bedroom1.wav.png",0.9039625
"37433","f1","f1_script2_iphone_bedroom1.wav.png","f1_script2_ipadflat_office1.wav.png",0.9039525
"15552","f4","f4_script3_ipad_bedroom1.wav.png","f4_script3_iphone_bedroom1.wav.png",0.90394
"16301","f3","f3_script2_ipad_livingroom1.wav.png","f3_script2_ipadflat_confroom1.wav.png",0.90391
"10140","m6","m6_script1_ipad_office1.wav.png","m6_script1_ipad_office2.wav.png",0.903795
"17418","f3","f3_script3_ipad_livingroom1.wav.png","f3_script3_ipad_office1.wav.png",0.9037425
"39468","f1","f1_script4_ipad_confroom2.wav.png","f1_script4_ipad_confroom1.wav.png",0.9036875
"4044","m1","m10_script1_ipad_office1.wav.png","m10_script1_ipad_confroom2.wav.png",0.903645
"25178","m3","m3_script4_ipad_confroom1.wav.png","m3_script4_ipad_bedroom1.wav.png",0.903645
"27646","m4","m4_script4_ipad_livingroom1.wav.png","m4_script4_ipad_confroom1.wav.png",0.90363
"1034","m8","m8_script2_ipad_bedroom1.wav.png","m8_script2_ipad_confroom2.wav.png",0.9036025
"23775","m2","m2_script4_ipad_office1.wav.png","m2_script4_ipad_office2.wav.png",0.903485
"18562","f2","f2_script2_ipad_confroom2.wav.png","f2_script2_ipad_confroom1.wav.png",0.903465
"27743","m4","m4_script5_ipad_office2.wav.png","m4_script5_ipadflat_confroom1.wav.png",0.9034575
"25152","m3","m3_script4_ipad_confroom1.wav.png","m3_script4_ipad_office2.wav.png",0.90337
"9864","m6","m6_script3_ipadflat_office1.wav.png","m6_script3_iphone_livingroom1.wav.png",0.903365
"35507","f1","f1_script5_ipadflat_office1.wav.png","f1_script5_ipad_bedroom1.wav.png",0.90331
"33354","f6","f6_script3_ipad_office2.wav.png","f6_script3_ipad_bedroom1.wav.png",0.9033
"33787","f1","f1_script1_iphone_bedroom1.wav.png","f1_script1_ipad_bedroom1.wav.png",0.903295
"14746","f4","f4_script4_ipad_confroom1.wav.png","f4_script4_ipad_bedroom1.wav.png",0.90329
"41883","f8","f8_script1_ipad_confroom1.wav.png","f8_script1_ipad_bedroom1.wav.png",0.90328
"31470","f7","f7_script1_ipad_livingroom1.wav.png","f7_script1_ipad_confroom2.wav.png",0.90309
"16371","f3","f3_script1_ipad_office1.wav.png","f3_script1_ipad_livingroom1.wav.png",0.9030525
"27455","m4","m4_script3_ipad_bedroom1.wav.png","m4_script3_ipadflat_confroom1.wav.png",0.90301
"23105","m2","m2_script4_ipad_confroom2.wav.png","m2_script4_ipadflat_confroom1.wav.png",0.9029725
"30829","f7","f7_script5_iphone_balcony1.wav.png","f7_script5_ipad_balcony1.wav.png",0.902945
"27315","m4","m4_script1_ipad_livingroom1.wav.png","m4_script1_ipad_office1.wav.png",0.9029125
"1334","m8","m8_script3_ipad_office2.wav.png","m8_script3_ipadflat_confroom1.wav.png",0.9028725
"40325","f1","f10_script2_ipad_office2.wav.png","f10_script2_ipad_confroom1.wav.png",0.9028275
"1733","m8","m8_script3_ipad_livingroom1.wav.png","m8_script3_ipadflat_confroom1.wav.png",0.90277
"40612","f1","f10_script5_ipad_bedroom1.wav.png","f10_script5_ipadflat_confroom1.wav.png",0.90276
"15836","f4","f4_script4_iphone_bedroom1.wav.png","f4_script4_ipadflat_office1.wav.png",0.9027475
"10486","m6","m6_script5_ipad_confroom1.wav.png","m6_script5_ipad_livingroom1.wav.png",0.90273
"25164","m3","m3_script4_ipad_confroom1.wav.png","m3_script4_iphone_livingroom1.wav.png",0.902715
"16485","f3","f3_script3_ipad_confroom2.wav.png","f3_script3_ipad_office2.wav.png",0.90269
"33976","f1","f1_script4_ipad_livingroom1.wav.png","f1_script4_ipad_office2.wav.png",0.9026725
"10624","m6","m6_script5_ipad_office1.wav.png","m6_script5_ipad_bedroom1.wav.png",0.9026675
"18203","f2","f2_script4_ipad_confroom1.wav.png","f2_script4_ipad_bedroom1.wav.png",0.9026575
"2035","m1","m1_script1_ipad_office1.wav.png","m1_script1_ipad_office2.wav.png",0.9026225
"30493","f7","f7_script2_ipad_livingroom1.wav.png","f7_script2_ipad_office1.wav.png",0.90262
"22637","m5","m5_script4_iphone_livingroom1.wav.png","m5_script4_ipad_bedroom1.wav.png",0.90261
"32479","f6","f6_script4_ipad_bedroom1.wav.png","f6_script4_ipad_confroom1.wav.png",0.902595
"19280","f2","f2_script2_ipad_confroom1.wav.png","f2_script2_ipad_bedroom1.wav.png",0.9024575
"5998","m1","m10_script2_iphone_bedroom1.wav.png","m10_script2_ipadflat_confroom1.wav.png",0.902455
"15923","f4","f4_script4_ipad_livingroom1.wav.png","f4_script4_ipadflat_office1.wav.png",0.90243
"28643","f9","f9_script4_iphone_livingroom1.wav.png","f9_script4_ipadflat_confroom1.wav.png",0.902365
"23878","m2","m2_script3_ipad_livingroom1.wav.png","m2_script3_ipadflat_confroom1.wav.png",0.90232
"15612","f4","f4_script2_ipad_livingroom1.wav.png","f4_script2_ipad_bedroom1.wav.png",0.902315
"34096","f1","f10_script1_iphone_livingroom1.wav.png","f10_script1_ipad_livingroom1.wav.png",0.9023
"25081","m3","m3_script1_ipad_confroom2.wav.png","m3_script1_ipadflat_confroom1.wav.png",0.9022925
"4792","m1","m1_script4_ipadflat_confroom1.wav.png","m1_script4_iphone_bedroom1.wav.png",0.9022525
"27793","m4","m4_script1_ipad_confroom2.wav.png","m4_script1_ipadflat_office1.wav.png",0.9022125
"26677","m4","m4_script5_ipad_office1.wav.png","m4_script5_ipad_confroom1.wav.png",0.9021975
"30161","f7","f7_script2_iphone_bedroom1.wav.png","f7_script2_ipadflat_office1.wav.png",0.9021525
"39949","f1","f1_script5_ipad_confroom1.wav.png","f1_script5_ipadflat_confroom1.wav.png",0.9021325
"30883","f7","f7_script5_iphone_bedroom1.wav.png","f7_script5_ipadflat_office1.wav.png",0.9021225
"31161","f7","f7_script4_ipadflat_confroom1.wav.png","f7_script4_ipad_livingroom1.wav.png",0.9021225
"479","m8","m8_script2_ipad_office2.wav.png","m8_script2_ipad_livingroom1.wav.png",0.9021175
"13668","m9","m9_script2_ipad_confroom1.wav.png","m9_script2_ipad_office1.wav.png",0.902115
"4879","m1","m10_script1_iphone_livingroom1.wav.png","m10_script1_ipad_bedroom1.wav.png",0.9020575
"18085","f2","f2_script1_ipad_livingroom1.wav.png","f2_script1_ipad_office2.wav.png",0.9020475
"664","m8","m8_script4_ipadflat_office1.wav.png","m8_script4_ipad_office1.wav.png",0.9020425
"20584","f5","f5_script3_ipad_confroom1.wav.png","f5_script3_ipad_livingroom1.wav.png",0.9020225
"13044","m9","m9_script4_ipad_office2.wav.png","m9_script4_iphone_livingroom1.wav.png",0.9020125
"34818","f1","f1_script2_ipad_office1.wav.png","f1_script2_ipad_livingroom1.wav.png",0.9020025
"15690","f4","f4_script2_ipad_confroom1.wav.png","f4_script2_ipad_bedroom1.wav.png",0.901985
"40998","f8","f8_script1_ipad_office2.wav.png","f8_script1_ipad_livingroom1.wav.png",0.90192
"39257","f1","f10_script3_ipad_confroom1.wav.png","f10_script3_ipad_confroom2.wav.png",0.9019075
"10209","m6","m6_script5_ipad_office2.wav.png","m6_script5_ipad_confroom2.wav.png",0.901895
"28273","m4","m4_script2_ipad_bedroom1.wav.png","m4_script2_ipad_office2.wav.png",0.90186
"20831","f5","f5_script4_iphone_bedroom1.wav.png","f5_script4_ipad_bedroom1.wav.png",0.9018375
"32554","f6","f6_script2_ipad_bedroom1.wav.png","f6_script2_ipad_confroom1.wav.png",0.901825
"35489","f1","f1_script5_ipadflat_office1.wav.png","f1_script5_ipad_livingroom1.wav.png",0.9017525
"16993","f3","f3_script3_ipad_confroom1.wav.png","f3_script3_ipad_livingroom1.wav.png",0.9017425
"21755","m5","m5_script2_ipad_office2.wav.png","m5_script2_ipad_office1.wav.png",0.901735
"3858","m1","m1_script2_ipad_bedroom1.wav.png","m1_script2_ipad_office1.wav.png",0.9017225
"33037","f6","f6_script5_iphone_bedroom1.wav.png","f6_script5_ipad_bedroom1.wav.png",0.9017225
"32085","f6","f6_script4_ipad_office2.wav.png","f6_script4_ipad_confroom2.wav.png",0.9017125
"27364","m4","m4_script1_iphone_livingroom1.wav.png","m4_script1_ipadflat_office1.wav.png",0.9016875
"10877","m7","m7_script5_ipadflat_confroom1.wav.png","m7_script5_iphone_livingroom1.wav.png",0.9015225
"17169","f3","f3_script1_ipad_office2.wav.png","f3_script1_ipad_bedroom1.wav.png",0.9015
"11018","m7","m7_script5_ipadflat_office1.wav.png","m7_script5_ipad_confroom1.wav.png",0.90148
"24643","m2","m2_script2_iphone_livingroom1.wav.png","m2_script2_ipad_bedroom1.wav.png",0.901465
"22161","m5","m5_script1_ipad_confroom1.wav.png","m5_script1_ipad_office2.wav.png",0.901395
"25894","m3","m3_script5_ipad_livingroom1.wav.png","m3_script5_iphone_bedroom1.wav.png",0.9013625
"14929","f4","f4_script2_ipad_office2.wav.png","f4_script2_ipad_office1.wav.png",0.90136
"36237","f1","f10_script3_ipad_livingroom1.wav.png","f10_script3_ipad_confroom2.wav.png",0.90133
"15432","f4","f4_script3_ipad_confroom2.wav.png","f4_script3_ipad_bedroom1.wav.png",0.90131
"14495","f4","f4_script1_iphone_bedroom1.wav.png","f4_script1_ipad_livingroom1.wav.png",0.9013025
"30434","f7","f7_script2_ipad_office2.wav.png","f7_script2_ipad_confroom2.wav.png",0.9011675
"27725","m4","m4_script5_ipad_office2.wav.png","m4_script5_ipad_confroom2.wav.png",0.9011575
"33261","f6","f6_script5_ipad_confroom2.wav.png","f6_script5_ipad_bedroom1.wav.png",0.9011475
"28414","f9","f9_script5_ipadflat_office1.wav.png","f9_script5_ipad_confroom2.wav.png",0.901055
"30383","f7","f7_script2_ipad_office2.wav.png","f7_script2_ipad_bedroom1.wav.png",0.9010425
"19463","f2","f2_script4_ipad_office2.wav.png","f2_script4_ipad_bedroom1.wav.png",0.90104
"21123","f5","f5_script1_iphone_livingroom1.wav.png","f5_script1_iphone_bedroom1.wav.png",0.9009925
"5861","m1","m10_script4_ipad_office2.wav.png","m10_script4_iphone_livingroom1.wav.png",0.9009075
"25482","m3","m3_script3_iphone_bedroom1.wav.png","m3_script3_ipadflat_confroom1.wav.png",0.900885
"17435","f3","f3_script3_ipad_livingroom1.wav.png","f3_script3_ipad_office2.wav.png",0.9008375
"29578","f9","f9_script3_ipad_office2.wav.png","f9_script3_ipad_bedroom1.wav.png",0.9008375
"26414","m3","m3_script2_ipadflat_confroom1.wav.png","m3_script2_iphone_livingroom1.wav.png",0.900825
"11686","m7","m7_script3_ipadflat_confroom1.wav.png","m7_script3_ipad_livingroom1.wav.png",0.9008225
"13801","m9","m9_script1_ipadflat_confroom1.wav.png","m9_script1_ipad_bedroom1.wav.png",0.9008225
"30181","f7","f7_script2_iphone_bedroom1.wav.png","f7_script2_iphone_livingroom1.wav.png",0.9007825
"25369","m3","m3_script2_ipad_office1.wav.png","m3_script2_ipadflat_office1.wav.png",0.900665
"13332","m9","m9_script4_ipad_confroom2.wav.png","m9_script4_ipadflat_office1.wav.png",0.9006175
"13472","m9","m9_script1_ipad_confroom1.wav.png","m9_script1_ipadflat_office1.wav.png",0.900555
"27423","m4","m4_script2_ipad_confroom1.wav.png","m4_script2_ipadflat_office1.wav.png",0.900545
"29125","f9","f9_script2_ipad_confroom1.wav.png","f9_script2_ipad_office1.wav.png",0.9005425
"13933","m9","m9_script2_ipad_office1.wav.png","m9_script2_ipad_office2.wav.png",0.90048
"16769","f3","f3_script2_ipad_confroom1.wav.png","f3_script2_ipad_office1.wav.png",0.90048
"22889","m5","m5_script2_ipadflat_confroom1.wav.png","m5_script2_iphone_livingroom1.wav.png",0.9004225
"2495","m1","m1_script5_ipad_office2.wav.png","m1_script5_ipad_office1.wav.png",0.90038
"32193","f6","f6_script5_ipad_livingroom1.wav.png","f6_script5_iphone_livingroom1.wav.png",0.900375
"34439","f1","f1_script4_ipad_bedroom1.wav.png","f1_script4_iphone_bedroom1.wav.png",0.9002275
"38236","f1","f1_script1_ipad_office2.wav.png","f1_script1_ipad_confroom2.wav.png",0.9001875
"32505","f6","f6_script4_ipad_bedroom1.wav.png","f6_script4_ipad_confroom2.wav.png",0.9000875
