"","Folder","Spectrogram1","Spectrogram2","Similarity"
"39684","f1","f10_script2_iphone_livingroom1.wav.png","f1_script5_ipad_office2.wav.png",0.6304075
"29649","f9","f9_script2_iphone_bedroom1.wav.png","f9_script1_ipad_bedroom1.wav.png",0.6304025
"30429","f7","f7_script2_ipad_office2.wav.png","f7_script1_ipad_office2.wav.png",0.630375
"33770","f1","f1_script1_iphone_bedroom1.wav.png","f10_script3_iphone_livingroom1.wav.png",0.630375
"3119","m1","m10_script1_ipadflat_confroom1.wav.png","m1_script5_ipad_bedroom1.wav.png",0.6303725
"25008","m3","m3_script3_ipad_confroom1.wav.png","m3_script2_iphone_livingroom1.wav.png",0.6303725
"38804","f1","f10_script1_ipad_livingroom1.wav.png","f1_script2_ipadflat_confroom1.wav.png",0.6303725
"33212","f6","f6_script3_ipad_confroom1.wav.png","f6_script1_ipad_confroom1.wav.png",0.630355
"6868","m1","m1_script5_ipad_livingroom1.wav.png","m10_script1_ipad_bedroom1.wav.png",0.6303425
"10659","m6","m6_script1_iphone_balcony1.wav.png","m6_script1_ipad_livingroom1.wav.png",0.63034
"37561","f1","f10_script1_ipadflat_confroom1.wav.png","f1_script4_iphone_livingroom1.wav.png",0.6303375
"12574","m9","m9_script1_ipad_confroom2.wav.png","m9_script5_ipad_confroom2.wav.png",0.6303325
"362","m8","m8_script2_ipad_confroom1.wav.png","m8_script3_ipad_office2.wav.png",0.6303125
"22244","m5","m5_script3_ipad_office2.wav.png","m5_script1_ipad_office2.wav.png",0.630305
"9537","m6","m6_script3_iphone_bedroom1.wav.png","m6_script1_ipadflat_confroom1.wav.png",0.6302925
"5292","m1","m1_script1_iphone_bedroom1.wav.png","m1_script3_ipad_confroom1.wav.png",0.63028
"7370","m1","m1_script3_iphone_bedroom1.wav.png","m10_script5_ipad_confroom2.wav.png",0.63028
"8466","m1","m1_script3_ipad_confroom2.wav.png","m1_script4_ipad_livingroom1.wav.png",0.63028
"26396","m3","m3_script2_ipad_bedroom1.wav.png","m3_script1_iphone_bedroom1.wav.png",0.6302575
"13448","m9","m9_script1_ipad_confroom1.wav.png","m9_script4_ipad_bedroom1.wav.png",0.63023
"21423","m5","m5_script4_iphone_bedroom1.wav.png","m5_script2_ipad_office2.wav.png",0.630195
"3681","m1","m1_script2_ipad_livingroom1.wav.png","m10_script4_ipad_office2.wav.png",0.630185
"42220","f8","f8_script4_iphone_bedroom1.wav.png","f8_script2_ipad_office2.wav.png",0.6301725
"7165","m1","m1_script1_ipad_bedroom1.wav.png","m10_script5_iphone_livingroom1.wav.png",0.63016
"28550","f9","f9_script5_iphone_bedroom1.wav.png","f9_script1_ipad_office2.wav.png",0.63016
"32547","f6","f6_script2_ipad_bedroom1.wav.png","f6_script3_ipad_livingroom1.wav.png",0.63016
"31697","f7","f7_script5_ipad_confroom1.wav.png","f7_script2_ipadflat_confroom1.wav.png",0.630155
"9017","m6","m6_script3_ipadflat_confroom1.wav.png","m6_script4_ipad_office2.wav.png",0.6301475
"1096","m8","m8_script3_ipad_confroom1.wav.png","m8_script5_iphone_livingroom1.wav.png",0.6301425
"4779","m1","m1_script4_ipadflat_confroom1.wav.png","m10_script2_ipad_confroom1.wav.png",0.63014
"13187","m9","m9_script1_ipad_office2.wav.png","m9_script3_ipad_confroom2.wav.png",0.63013
"34843","f1","f1_script3_ipad_office2.wav.png","f10_script3_iphone_bedroom1.wav.png",0.630125
"7306","m1","m10_script1_ipad_livingroom1.wav.png","m10_script3_ipadflat_confroom1.wav.png",0.6301225
"7958","m1","m10_script5_ipad_confroom1.wav.png","m1_script5_ipad_confroom1.wav.png",0.63011
"5060","m1","m1_script4_ipad_office2.wav.png","m10_script4_ipad_confroom1.wav.png",0.6301075
"32944","f6","f6_script4_ipad_livingroom1.wav.png","f6_script5_ipad_confroom1.wav.png",0.6301
"25175","m3","m3_script4_ipad_confroom1.wav.png","m3_script1_iphone_bedroom1.wav.png",0.6300975
"19955","f5","f5_script4_ipad_livingroom1.wav.png","f5_script1_iphone_livingroom1.wav.png",0.630095
"5217","m1","m1_script5_iphone_livingroom1.wav.png","m1_script2_ipad_confroom2.wav.png",0.6300725
"19150","f2","f2_script1_iphone_bedroom1.wav.png","f2_script4_iphone_bedroom1.wav.png",0.6300625
"9407","m6","m6_script2_ipad_office2.wav.png","m6_script3_iphone_bedroom1.wav.png",0.6300575
"40403","f1","f1_script4_iphone_livingroom1.wav.png","f10_script5_ipad_bedroom1.wav.png",0.630015
"23841","m2","m2_script5_ipad_office2.wav.png","m2_script3_ipad_office2.wav.png",0.63
"11545","m7","m7_script5_ipad_livingroom1.wav.png","m7_script1_ipad_bedroom1.wav.png",0.62999
"5023","m1","m1_script4_ipad_office2.wav.png","m1_script1_ipad_bedroom1.wav.png",0.6299875
"25974","m3","m3_script5_ipad_confroom1.wav.png","m3_script2_iphone_livingroom1.wav.png",0.629975
"26362","m3","m3_script3_ipad_livingroom1.wav.png","m3_script5_ipadflat_confroom1.wav.png",0.629975
"18933","f2","f2_script5_iphone_bedroom1.wav.png","f2_script4_iphone_bedroom1.wav.png",0.6299675
"21331","m5","m5_script1_ipadflat_confroom1.wav.png","m5_script1_iphone_balcony1.wav.png",0.6299575
"37432","f1","f1_script2_iphone_bedroom1.wav.png","f1_script3_ipadflat_confroom1.wav.png",0.6299575
"15588","f4","f4_script2_ipad_livingroom1.wav.png","f4_script2_iphone_balcony1.wav.png",0.629955
"13322","m9","m9_script4_ipad_confroom2.wav.png","m9_script5_ipad_office2.wav.png",0.629915
"27001","m4","m4_script1_ipad_bedroom1.wav.png","m4_script3_ipad_livingroom1.wav.png",0.629875
"33572","f6","f6_script3_ipad_livingroom1.wav.png","f6_script1_ipad_confroom1.wav.png",0.6298675
"22421","m5","m5_script3_iphone_bedroom1.wav.png","m5_script2_ipadflat_confroom1.wav.png",0.629855
"11424","m7","m7_script3_iphone_livingroom1.wav.png","m7_script2_iphone_bedroom1.wav.png",0.6298425
"22563","m5","m5_script1_iphone_livingroom1.wav.png","m5_script3_ipadflat_confroom1.wav.png",0.629835
"11605","m7","m7_script2_iphone_balcony1.wav.png","m7_script2_ipad_office1.wav.png",0.6298325
"16671","f3","f3_script5_iphone_livingroom1.wav.png","f3_script2_iphone_bedroom1.wav.png",0.6298275
"3814","m1","m1_script2_ipad_bedroom1.wav.png","m10_script4_iphone_livingroom1.wav.png",0.6298075
"9696","m6","m6_script4_iphone_bedroom1.wav.png","m6_script3_ipad_office2.wav.png",0.6298
"38534","f1","f1_script4_ipad_office2.wav.png","f1_script5_ipad_office2.wav.png",0.6298
"23974","m2","m2_script3_ipad_confroom1.wav.png","m2_script3_iphone_balcony1.wav.png",0.6297975
"7176","m1","m1_script1_ipad_bedroom1.wav.png","m1_script4_iphone_bedroom1.wav.png",0.629775
"37741","f1","f1_script2_ipad_office2.wav.png","f10_script5_ipadflat_confroom1.wav.png",0.629775
"7790","m1","m1_script5_ipad_confroom2.wav.png","m10_script5_ipadflat_confroom1.wav.png",0.6297725
"35746","f1","f10_script3_iphone_bedroom1.wav.png","f1_script3_iphone_bedroom1.wav.png",0.6297725
"39909","f1","f10_script3_ipadflat_confroom1.wav.png","f1_script5_ipad_office2.wav.png",0.6297725
"3940","m1","m10_script5_iphone_bedroom1.wav.png","m1_script1_ipad_confroom1.wav.png",0.629765
"31043","f7","f7_script1_iphone_bedroom1.wav.png","f7_script3_iphone_livingroom1.wav.png",0.6297625
"2884","m1","m10_script1_iphone_bedroom1.wav.png","m10_script3_ipad_confroom1.wav.png",0.629755
"32901","f6","f6_script3_iphone_bedroom1.wav.png","f6_script4_ipad_confroom2.wav.png",0.629755
"22326","m5","m5_script1_ipad_bedroom1.wav.png","m5_script2_ipad_bedroom1.wav.png",0.62975
"29377","f9","f9_script3_ipadflat_confroom1.wav.png","f9_script2_iphone_bedroom1.wav.png",0.629745
"6611","m1","m1_script1_ipad_livingroom1.wav.png","m10_script4_ipadflat_confroom1.wav.png",0.6297375
"24543","m2","m2_script4_ipadflat_confroom1.wav.png","m2_script5_iphone_livingroom1.wav.png",0.629725
"35959","f1","f10_script4_ipad_office2.wav.png","f1_script5_ipadflat_confroom1.wav.png",0.629725
"30548","f7","f7_script2_ipad_bedroom1.wav.png","f7_script5_iphone_bedroom1.wav.png",0.629705
"12605","m9","m9_script1_ipad_confroom2.wav.png","m9_script2_iphone_livingroom1.wav.png",0.6296975
"26337","m3","m3_script1_ipad_office2.wav.png","m3_script2_ipadflat_confroom1.wav.png",0.629685
"2229","m1","m10_script4_ipad_bedroom1.wav.png","m1_script2_ipad_confroom1.wav.png",0.62967
"13331","m9","m9_script4_ipad_confroom2.wav.png","m9_script1_iphone_bedroom1.wav.png",0.62967
"24650","m2","m2_script2_iphone_livingroom1.wav.png","m2_script4_iphone_livingroom1.wav.png",0.629665
"21048","f5","f5_script4_iphone_livingroom1.wav.png","f5_script5_ipad_livingroom1.wav.png",0.6296525
"35902","f1","f10_script4_ipad_office2.wav.png","f1_script3_ipadflat_confroom1.wav.png",0.629645
"22434","m5","m5_script3_iphone_bedroom1.wav.png","m5_script1_ipad_office2.wav.png",0.62964
"6606","m1","m1_script1_ipad_livingroom1.wav.png","m10_script1_ipad_bedroom1.wav.png",0.6296125
"29710","f9","f9_script2_iphone_livingroom1.wav.png","f9_script1_ipad_bedroom1.wav.png",0.6296075
"1925","m1","m1_script3_iphone_livingroom1.wav.png","m10_script1_ipad_office2.wav.png",0.6295875
"27464","m4","m4_script3_ipad_bedroom1.wav.png","m4_script4_ipadflat_confroom1.wav.png",0.6295775
"4507","m1","m10_script3_ipad_livingroom1.wav.png","m10_script3_iphone_balcony1.wav.png",0.6295725
"7094","m1","m10_script1_ipad_confroom1.wav.png","m10_script4_iphone_livingroom1.wav.png",0.62956
"27151","m4","m4_script5_ipad_confroom1.wav.png","m4_script2_ipadflat_confroom1.wav.png",0.6295525
"7482","m1","m10_script2_ipad_office2.wav.png","m10_script5_ipad_livingroom1.wav.png",0.629545
"22555","m5","m5_script1_iphone_livingroom1.wav.png","m5_script2_ipadflat_confroom1.wav.png",0.6295275
"38510","f1","f1_script4_ipad_office2.wav.png","f1_script5_ipad_confroom1.wav.png",0.62952
"9774","m6","m6_script2_ipadflat_confroom1.wav.png","m6_script1_iphone_bedroom1.wav.png",0.6295125
"20699","f5","f5_script3_iphone_livingroom1.wav.png","f5_script1_iphone_bedroom1.wav.png",0.6295075
"38992","f1","f1_script1_ipad_confroom1.wav.png","f10_script5_ipadflat_confroom1.wav.png",0.629485
"9095","m6","m6_script2_ipad_bedroom1.wav.png","m6_script5_ipadflat_confroom1.wav.png",0.6294775
"25398","m3","m3_script3_ipad_office2.wav.png","m3_script5_ipad_confroom1.wav.png",0.629465
"7151","m1","m1_script1_ipad_bedroom1.wav.png","m1_script3_ipad_confroom1.wav.png",0.6294625
"3784","m1","m1_script2_ipad_bedroom1.wav.png","m10_script2_iphone_bedroom1.wav.png",0.6294425
"31690","f7","f7_script5_ipad_confroom1.wav.png","f7_script3_ipadflat_confroom1.wav.png",0.6294425
"5858","m1","m10_script4_ipad_office2.wav.png","m10_script5_ipad_bedroom1.wav.png",0.629435
"12486","m9","m9_script2_ipad_bedroom1.wav.png","m9_script3_ipad_office2.wav.png",0.629425
"25605","m3","m3_script1_ipad_bedroom1.wav.png","m3_script4_iphone_livingroom1.wav.png",0.629425
"13014","m9","m9_script4_ipad_office2.wav.png","m9_script5_ipad_confroom1.wav.png",0.6294025
"3797","m1","m1_script2_ipad_bedroom1.wav.png","m10_script4_iphone_bedroom1.wav.png",0.6293875
"9495","m6","m6_script4_ipadflat_confroom1.wav.png","m6_script5_iphone_bedroom1.wav.png",0.6293875
"885","m8","m8_script1_iphone_livingroom1.wav.png","m8_script5_ipad_office2.wav.png",0.629375
"30256","f7","f7_script1_iphone_livingroom1.wav.png","f7_script4_ipad_office2.wav.png",0.629375
"164","m8","m8_script1_ipad_livingroom1.wav.png","m8_script2_iphone_bedroom1.wav.png",0.62937
"2647","m1","m1_script2_ipadflat_confroom1.wav.png","m1_script5_ipad_confroom2.wav.png",0.629365
"16609","f3","f3_script4_iphone_bedroom1.wav.png","f3_script3_iphone_livingroom1.wav.png",0.6293575
"21254","f5","f5_script2_ipad_livingroom1.wav.png","f5_script1_ipadflat_confroom1.wav.png",0.629345
"3816","m1","m1_script2_ipad_bedroom1.wav.png","m10_script5_ipad_confroom1.wav.png",0.6293325
"40200","f1","f1_script4_ipad_confroom1.wav.png","f10_script4_iphone_livingroom1.wav.png",0.6293275
"2223","m1","m10_script4_ipad_bedroom1.wav.png","m1_script4_ipad_confroom2.wav.png",0.629315
"5881","m1","m10_script4_ipad_office2.wav.png","m10_script1_ipad_bedroom1.wav.png",0.6293025
"4241","m1","m10_script5_ipad_office2.wav.png","m1_script5_ipad_bedroom1.wav.png",0.6292975
"30246","f7","f7_script1_iphone_livingroom1.wav.png","f7_script5_ipad_confroom1.wav.png",0.6292975
"33615","f6","f6_script5_iphone_livingroom1.wav.png","f6_script4_ipad_confroom2.wav.png",0.6292975
"18852","f2","f2_script2_ipad_office2.wav.png","f2_script4_ipad_office2.wav.png",0.629295
"21056","f5","f5_script4_iphone_livingroom1.wav.png","f5_script3_ipad_livingroom1.wav.png",0.629295
"20538","f5","f5_script3_ipadflat_confroom1.wav.png","f5_script5_ipad_livingroom1.wav.png",0.629275
"40692","f1","f1_script2_ipad_livingroom1.wav.png","f10_script4_ipad_livingroom1.wav.png",0.629275
"33701","f1","f1_script1_iphone_bedroom1.wav.png","f1_script5_iphone_bedroom1.wav.png",0.6292675
"229","m8","m8_script1_ipad_confroom1.wav.png","m8_script3_ipadflat_confroom1.wav.png",0.629265
"38945","f1","f1_script1_ipad_confroom1.wav.png","f10_script5_iphone_livingroom1.wav.png",0.6292575
"38961","f1","f1_script1_ipad_confroom1.wav.png","f10_script3_iphone_livingroom1.wav.png",0.6292425
"31060","f7","f7_script1_ipadflat_confroom1.wav.png","f7_script3_ipad_livingroom1.wav.png",0.6292325
"11132","m7","m7_script1_iphone_bedroom1.wav.png","m7_script5_ipad_livingroom1.wav.png",0.629225
"8892","m1","m1_script5_ipad_confroom1.wav.png","m10_script2_iphone_livingroom1.wav.png",0.62922
"5609","m1","m1_script2_iphone_livingroom1.wav.png","m1_script4_ipad_confroom1.wav.png",0.629215
"27632","m4","m4_script3_ipad_confroom1.wav.png","m4_script5_ipadflat_confroom1.wav.png",0.629215
"5235","m1","m1_script5_iphone_livingroom1.wav.png","m1_script1_ipad_confroom1.wav.png",0.6292125
"5558","m1","m10_script1_ipad_office2.wav.png","m10_script3_ipad_confroom1.wav.png",0.6292125
"41002","f8","f8_script1_ipad_office2.wav.png","f8_script2_ipad_office2.wav.png",0.6292125
"39639","f1","f1_script2_ipad_confroom1.wav.png","f10_script5_iphone_bedroom1.wav.png",0.62921
"28711","f9","f9_script2_ipad_office2.wav.png","f9_script4_ipad_office2.wav.png",0.6292075
"7178","m1","m1_script1_ipad_bedroom1.wav.png","m10_script4_ipadflat_confroom1.wav.png",0.6291975
"11136","m7","m7_script1_iphone_bedroom1.wav.png","m7_script3_ipadflat_confroom1.wav.png",0.6291975
"27538","m4","m4_script5_ipad_bedroom1.wav.png","m4_script3_ipadflat_confroom1.wav.png",0.6291875
"41092","f8","f8_script2_ipad_bedroom1.wav.png","f8_script4_ipad_livingroom1.wav.png",0.6291775
"22655","m5","m5_script4_iphone_livingroom1.wav.png","m5_script5_iphone_livingroom1.wav.png",0.6291725
"1871","m1","m1_script3_ipadflat_office1.wav.png","m10_script3_iphone_bedroom1.wav.png",0.6291675
"25001","m3","m3_script3_ipad_confroom1.wav.png","m3_script5_iphone_bedroom1.wav.png",0.629155
"25840","m3","m3_script1_ipad_livingroom1.wav.png","m3_script4_iphone_bedroom1.wav.png",0.62915
"7886","m1","m1_script3_ipad_bedroom1.wav.png","m10_script5_iphone_livingroom1.wav.png",0.629145
"37681","f1","f1_script2_ipad_office2.wav.png","f1_script4_ipad_office2.wav.png",0.629145
"11768","m7","m7_script2_ipad_balcony1.wav.png","m7_script2_ipad_confroom2.wav.png",0.6291425
"18036","f2","f2_script4_iphone_livingroom1.wav.png","f2_script3_ipad_livingroom1.wav.png",0.6291075
"7786","m1","m1_script5_ipad_confroom2.wav.png","m1_script2_ipad_office2.wav.png",0.62909
"12607","m9","m9_script1_ipad_confroom2.wav.png","m9_script5_ipad_livingroom1.wav.png",0.6290775
"1483","m8","m8_script5_ipad_office2.wav.png","m8_script1_ipad_office2.wav.png",0.629075
"4894","m1","m10_script1_iphone_livingroom1.wav.png","m1_script2_ipad_confroom1.wav.png",0.629075
"35809","f1","f1_script1_iphone_livingroom1.wav.png","f10_script1_ipad_bedroom1.wav.png",0.6290675
"6602","m1","m1_script1_ipad_livingroom1.wav.png","m1_script3_ipad_confroom2.wav.png",0.6290475
"20871","f5","f5_script2_ipadflat_confroom1.wav.png","f5_script1_ipad_livingroom1.wav.png",0.6290475
"11740","m7","m7_script2_iphone_livingroom1.wav.png","m7_script3_iphone_bedroom1.wav.png",0.629015
"17222","f3","f3_script5_ipadflat_confroom1.wav.png","f3_script1_iphone_livingroom1.wav.png",0.6290125
"34118","f1","f10_script1_iphone_livingroom1.wav.png","f1_script5_ipad_confroom1.wav.png",0.6290025
"10908","m7","m7_script5_ipadflat_confroom1.wav.png","m7_script1_ipad_bedroom1.wav.png",0.629
"33087","f6","f6_script4_ipad_confroom1.wav.png","f6_script2_ipad_confroom1.wav.png",0.6289525
"31931","f6","f6_script1_ipad_office2.wav.png","f6_script2_ipad_bedroom1.wav.png",0.6289475
"25306","m3","m3_script2_ipad_confroom2.wav.png","m3_script4_iphone_bedroom1.wav.png",0.628945
"40639","f1","f1_script5_ipadflat_confroom1.wav.png","f10_script5_ipad_confroom1.wav.png",0.628935
"1616","m8","m8_script5_ipad_bedroom1.wav.png","m8_script3_ipadflat_confroom1.wav.png",0.6289325
"13345","m9","m9_script4_ipad_confroom2.wav.png","m9_script1_ipad_livingroom1.wav.png",0.6289325
"2489","m1","m1_script5_ipad_office2.wav.png","m1_script4_ipad_bedroom1.wav.png",0.62892
"37589","f1","f10_script1_ipadflat_confroom1.wav.png","f10_script5_ipad_confroom1.wav.png",0.6289125
"39654","f1","f1_script2_ipad_confroom1.wav.png","f10_script4_iphone_livingroom1.wav.png",0.6289125
"28238","m4","m4_script3_ipad_office2.wav.png","m4_script4_ipad_bedroom1.wav.png",0.628875
"7031","m1","m1_script4_ipad_confroom1.wav.png","m10_script5_ipad_bedroom1.wav.png",0.6288625
"22431","m5","m5_script3_iphone_bedroom1.wav.png","m5_script5_iphone_livingroom1.wav.png",0.6288525
"27577","m4","m4_script1_ipadflat_confroom1.wav.png","m4_script3_iphone_bedroom1.wav.png",0.6288375
"29085","f9","f9_script4_ipad_bedroom1.wav.png","f9_script2_iphone_livingroom1.wav.png",0.6288325
"9763","m6","m6_script2_ipadflat_confroom1.wav.png","m6_script4_ipad_confroom1.wav.png",0.62883
"24560","m2","m2_script4_ipadflat_confroom1.wav.png","m2_script1_ipad_livingroom1.wav.png",0.6288225
"37475","f1","f1_script2_iphone_bedroom1.wav.png","f1_script3_iphone_bedroom1.wav.png",0.6288225
"36230","f1","f10_script3_ipad_livingroom1.wav.png","f1_script4_ipadflat_confroom1.wav.png",0.62882
"36486","f1","f10_script4_ipad_balcony1.wav.png","f10_script4_ipadflat_confroom1.wav.png",0.62882
"18652","f2","f2_script3_iphone_livingroom1.wav.png","f2_script1_ipadflat_confroom1.wav.png",0.6287975
"7195","m1","m1_script1_ipad_bedroom1.wav.png","m10_script4_ipad_livingroom1.wav.png",0.6287725
"7261","m1","m10_script1_ipad_livingroom1.wav.png","m10_script2_ipad_office2.wav.png",0.628765
"38444","f1","f10_script4_ipad_confroom1.wav.png","f1_script4_ipadflat_confroom1.wav.png",0.62876
"27547","m4","m4_script5_ipad_bedroom1.wav.png","m4_script4_ipadflat_confroom1.wav.png",0.628735
"33952","f1","f1_script4_ipad_livingroom1.wav.png","f10_script4_iphone_bedroom1.wav.png",0.6287225
"39159","f1","f10_script3_ipad_office2.wav.png","f1_script5_ipad_office2.wav.png",0.6287225
"16967","f3","f3_script4_iphone_livingroom1.wav.png","f3_script5_ipad_livingroom1.wav.png",0.6287175
"11668","m7","m7_script2_ipad_bedroom1.wav.png","m7_script1_ipad_bedroom1.wav.png",0.6287125
"21857","m5","m5_script1_ipad_confroom2.wav.png","m5_script1_ipad_balcony1.wav.png",0.6286475
"1165","m8","m8_script4_ipad_livingroom1.wav.png","m8_script2_iphone_bedroom1.wav.png",0.62863
"5478","m1","m1_script3_ipad_livingroom1.wav.png","m1_script1_iphone_livingroom1.wav.png",0.62863
"10031","m6","m6_script3_iphone_livingroom1.wav.png","m6_script1_iphone_livingroom1.wav.png",0.628625
"42328","f8","f8_script4_ipad_livingroom1.wav.png","f8_script3_ipad_bedroom1.wav.png",0.6286125
"25617","m3","m3_script1_ipad_bedroom1.wav.png","m3_script2_ipad_livingroom1.wav.png",0.6286075
"33736","f1","f1_script1_iphone_bedroom1.wav.png","f10_script2_iphone_bedroom1.wav.png",0.6286025
"21759","m5","m5_script2_ipad_office2.wav.png","m5_script3_iphone_bedroom1.wav.png",0.628595
"30426","f7","f7_script2_ipad_office2.wav.png","f7_script4_iphone_bedroom1.wav.png",0.628595
"5253","m1","m1_script5_iphone_livingroom1.wav.png","m1_script2_ipad_office1.wav.png",0.628585
"13226","m9","m9_script1_ipad_office2.wav.png","m9_script5_ipad_bedroom1.wav.png",0.6285775
"22742","m5","m5_script5_ipadflat_confroom1.wav.png","m5_script2_ipad_bedroom1.wav.png",0.62856
"39157","f1","f10_script3_ipad_office2.wav.png","f1_script5_ipadflat_confroom1.wav.png",0.6285575
"30394","f7","f7_script2_ipad_office2.wav.png","f7_script1_ipadflat_confroom1.wav.png",0.6285525
"33732","f1","f1_script1_iphone_bedroom1.wav.png","f1_script3_ipadflat_confroom1.wav.png",0.628545
"7746","m1","m1_script3_ipad_confroom1.wav.png","m10_script2_ipad_confroom1.wav.png",0.6285325
"22242","m5","m5_script3_ipad_office2.wav.png","m5_script2_iphone_bedroom1.wav.png",0.6285275
"4934","m1","m1_script1_ipad_office2.wav.png","m10_script1_ipad_confroom1.wav.png",0.62852
"18957","f2","f2_script1_ipad_confroom1.wav.png","f2_script4_ipad_office2.wav.png",0.628515
"26743","m4","m4_script4_ipad_office2.wav.png","m4_script5_ipad_bedroom1.wav.png",0.628515
"3064","m1","m10_script1_ipadflat_confroom1.wav.png","m1_script1_ipad_livingroom1.wav.png",0.6284975
"38130","f1","f10_script2_iphone_bedroom1.wav.png","f1_script1_ipad_office2.wav.png",0.628495
"24604","m2","m2_script3_ipad_office1.wav.png","m2_script3_iphone_balcony1.wav.png",0.6284875
"17495","f3","f3_script3_iphone_livingroom1.wav.png","f3_script1_iphone_bedroom1.wav.png",0.628485
"26357","m3","m3_script1_ipad_office2.wav.png","m3_script3_ipadflat_confroom1.wav.png",0.6284775
"38550","f1","f1_script4_ipad_office2.wav.png","f10_script4_ipad_livingroom1.wav.png",0.6284675
"23721","m2","m2_script5_ipad_bedroom1.wav.png","m2_script2_ipad_livingroom1.wav.png",0.6284525
"24619","m2","m2_script5_iphone_livingroom1.wav.png","m2_script3_iphone_livingroom1.wav.png",0.628445
"22301","m5","m5_script1_ipad_bedroom1.wav.png","m5_script1_iphone_balcony1.wav.png",0.6284375
"41563","f8","f8_script5_iphone_livingroom1.wav.png","f8_script2_ipad_office2.wav.png",0.6284125
"33056","f6","f6_script5_iphone_bedroom1.wav.png","f6_script2_ipadflat_office1.wav.png",0.6283775
"3110","m1","m10_script1_ipadflat_confroom1.wav.png","m10_script4_ipad_confroom1.wav.png",0.6283725
"25789","m3","m3_script1_iphone_livingroom1.wav.png","m3_script4_ipad_bedroom1.wav.png",0.62837
"37117","f1","f10_script5_ipad_office2.wav.png","f10_script3_ipad_office2.wav.png",0.628365
"14666","f4","f4_script2_ipadflat_confroom1.wav.png","f4_script5_ipadflat_confroom1.wav.png",0.6283625
"5442","m1","m1_script3_ipad_livingroom1.wav.png","m10_script5_ipad_balcony1.wav.png",0.62836
"6322","m1","m1_script3_ipadflat_confroom1.wav.png","m10_script3_iphone_balcony1.wav.png",0.62836
"34839","f1","f1_script3_ipad_office2.wav.png","f10_script1_ipad_office2.wav.png",0.62836
"40087","f1","f10_script3_iphone_livingroom1.wav.png","f10_script4_ipad_livingroom1.wav.png",0.6283425
"31339","f7","f7_script1_ipad_confroom1.wav.png","f7_script3_ipadflat_confroom1.wav.png",0.62834
"9554","m6","m6_script4_iphone_livingroom1.wav.png","m6_script5_ipadflat_confroom1.wav.png",0.6283325
"9743","m6","m6_script2_ipadflat_confroom1.wav.png","m6_script3_ipad_bedroom1.wav.png",0.628315
"39924","f1","f10_script3_ipadflat_confroom1.wav.png","f10_script1_iphone_bedroom1.wav.png",0.628315
"39002","f1","f1_script2_iphone_livingroom1.wav.png","f10_script3_ipad_office2.wav.png",0.628305
"33095","f6","f6_script4_ipad_confroom1.wav.png","f6_script2_ipad_office2.wav.png",0.6283
"33275","f6","f6_script5_ipad_confroom2.wav.png","f6_script4_ipad_confroom2.wav.png",0.628285
"12515","m9","m9_script4_ipad_confroom1.wav.png","m9_script3_ipad_confroom1.wav.png",0.628265
"765","m8","m8_script1_ipadflat_confroom1.wav.png","m8_script4_iphone_livingroom1.wav.png",0.62826
"7301","m1","m10_script1_ipad_livingroom1.wav.png","m1_script5_ipad_bedroom1.wav.png",0.62826
"12599","m9","m9_script1_ipad_confroom2.wav.png","m9_script4_ipadflat_confroom1.wav.png",0.628255
"34871","f1","f1_script3_ipad_office2.wav.png","f10_script2_iphone_bedroom1.wav.png",0.6282425
"3495","m1","m1_script2_iphone_bedroom1.wav.png","m1_script1_ipad_bedroom1.wav.png",0.6282375
"5550","m1","m10_script1_ipad_office2.wav.png","m10_script5_ipadflat_confroom1.wav.png",0.62823
"27133","m4","m4_script5_ipad_confroom1.wav.png","m4_script3_ipadflat_confroom1.wav.png",0.628225
"26964","m4","m4_script1_ipad_bedroom1.wav.png","m4_script4_ipad_livingroom1.wav.png",0.6282225
"37237","f1","f1_script1_ipad_livingroom1.wav.png","f1_script3_ipad_confroom1.wav.png",0.6282075
"34704","f1","f10_script2_ipad_livingroom1.wav.png","f10_script5_ipad_bedroom1.wav.png",0.62819
"38230","f1","f1_script1_ipad_office2.wav.png","f1_script3_ipad_livingroom1.wav.png",0.6281875
"11080","m7","m7_script2_ipadflat_confroom1.wav.png","m7_script1_ipad_office2.wav.png",0.6281775
"37840","f1","f1_script3_ipadflat_confroom1.wav.png","f10_script1_ipad_livingroom1.wav.png",0.6281725
"26114","m3","m3_script2_ipad_office2.wav.png","m3_script3_ipadflat_confroom1.wav.png",0.6281525
"25596","m3","m3_script1_ipad_bedroom1.wav.png","m3_script3_iphone_livingroom1.wav.png",0.62814
"4576","m1","m1_script4_ipad_bedroom1.wav.png","m1_script3_iphone_bedroom1.wav.png",0.6281325
"8329","m1","m10_script5_iphone_livingroom1.wav.png","m1_script1_ipad_confroom1.wav.png",0.628125
"33092","f6","f6_script4_ipad_confroom1.wav.png","f6_script3_ipadflat_confroom1.wav.png",0.6281125
"5625","m1","m1_script2_iphone_livingroom1.wav.png","m1_script3_ipad_bedroom1.wav.png",0.6280925
"13276","m9","m9_script3_ipad_confroom2.wav.png","m9_script5_iphone_bedroom1.wav.png",0.6280925
"3902","m1","m10_script5_iphone_bedroom1.wav.png","m10_script3_ipad_confroom2.wav.png",0.6280875
"18657","f2","f2_script3_iphone_livingroom1.wav.png","f2_script4_ipad_office2.wav.png",0.628085
