file1,file2,similarity
script2,script4,0.6813990006047408
script2,script3,0.6370574880971084
script2,script5,0.64673763402432
script2,script1,0.8559332686384071
script4,script3,0.6641176302159981
script4,script5,0.5994293927090324
script4,script1,0.7059629957400293
script3,script5,0.6048306485872632
script3,script1,0.7061044406324725
script5,script1,0.6985274392268477
